# LBCH-2026-001 — CAUSAL PARTITION of the sigCheck over-bills vs BCHN.
#
# WHAT THIS SUPERSEDES. conformance/evidence/LBCH-2026-001-threeway.tsv reported "LeanBCH over-bills
# BCHN on 2,384 of 4,467 vectors". That number is measured against a BROKEN COMPARAND and must not
# be cited. BCHN's VerifyScript (bchn-src/src/script/interpreter.cpp:2677) accumulates into a LOCAL
# 'metrics' (:2691) and copies it to the caller's 'metricsOut' at exactly two sites, :2745 and :2794,
# BOTH success returns (upstream's own comment at :2744 reads "must set metricsOut for all successful
# returns"). Every failure return leaves metricsOut untouched. bch-conformance's bchn-leg passes a
# default-constructed object (legs/bchn/bchn-leg.cpp:315) and reads it unconditionally (:323-325), so
# on EVERY reject it reports 0/0/0 — an initializer, not a measurement.
# MEASURED, not inferred: over all 5,803 vectors of the 11 signature families under --mode consensus,
# the leg's 3,453 rejects span 9 distinct native_error classes and have exactly ONE distinct metric
# signature: op_cost=0, hash_iters=0, sig_checks=0, op_cost_limit=null. Positive control: op_cost_limit
# is populated on 2,350/2,350 accepts and 0/3,453 rejects — the SetScriptLimits(:2695)-copied-only-on-
# success signature. 'ruwzjq' is self-refuting: rejected for "VM cost limit exceeded" at op_cost=0.
#
# HOW THE COMPARAND WAS REPAIRED. A new instrument, bchn-partial-probe, transcribes VerifyScript's
# body verbatim (same flags, same order, same EvalScript calls, same P2SH / CLEANSTACK /
# INPUT_SIGCHECKS gates) with ONE change: the metrics object is the caller's, so BCHN's real accrual
# up to its error point is observable. BCHN's sources are NOT modified; it links the same static libs.
# PROBE VALIDATION (before any use): over all 5,803 vectors it agrees with bchn-leg on 5,803/5,803
# verdicts, on the native_error string for all 3,453 rejects, and on all three metrics for all 2,350
# accepts. Source: conformance/evidence/bchn-partial-probe.cpp (committed alongside this file).
#
# DRIVER VALIDATION (before any use): costprobe + the libauth driver reproduce all 1,486 rows of
# LBCH-2026-001-fix-deltas.tsv on three independent columns (sigChecksAfter, libauthSigChecks,
# opCostAfter) with 0 mismatches, and the libauth driver reproduces the 0u4tu8 root-cause witness
# exactly (sigChecks 1, hashIters 22, instr 25, stackPushedBytes 1054).
# All four published triples were REPRODUCED before being partitioned: vs libauth before
# (2229,1912,326) after (2799,1342,326); vs BCHN-leg before (1549,2594,324) after (1759,2384,324).
#
# THE PARTITION of the 2,384 leg-reported over-bills (disjoint; sums to 2,384):
#   436  A-leg-artifact-agree   LeanBCH's count EQUALS BCHN's real accrual. Pure instrument artifact.
#   638  B1-sig-verify-fail     BCHN aborted at SIG_NULLFAIL: a non-empty signature failed verification.
#  1052  B2-sig-encoding-fail   BCHN aborted at SIG_HASHTYPE (666) / SIG_NONSCHNORR (276) /
#                               SIG_BADLENGTH (110): a non-empty signature failed encoding.
#    26  D1-pubkey-encoding-fail BCHN aborted at PUBKEYTYPE — the PUBKEY, not a signature, was malformed.
#   232  D2-checkbits-malformed BCHN aborted at INVALID_BIT_COUNT (228) / INVALID_BITFIELD_SIZE (4),
#                               before reaching any signature at all.
#   ----
#  2384  total.  1,948 of these are GENUINE over-bills against BCHN's real accrual; 436 are not.
#
# MECHANISM (source-verified, both paths). BCHN tallies a signature check only AFTER that check has
# passed. Schnorr multisig: encoding check interpreter.cpp:1598, CheckSig :1606, NULLFAIL return
# :1611, and only then TallySigChecks(1) at :1616. Legacy ECDSA multisig: the NULLFAIL return sits at
# :1686, BEFORE the bulk TallySigChecks(nKeysCount) at :1692 — so a failed ECDSA multisig with a
# non-null signature tallies NOTHING, not nKeysCount. Every one of the 7 error classes above is raised
# only inside case OP_CHECKSIG/VERIFY (:1399-1448), OP_CHECKDATASIG/VERIFY (:1449-1495) or
# OP_CHECKMULTISIG/VERIFY (:1496-1710) — verified by grepping every ScriptError:: raise site.
# LeanBCH bills the leading non-empty signature run; BCHN's accrual stops at, and EXCLUDES, the first
# failing signature. Hence LeanBCH >= BCHN on all 1,948, delta 1..20, measured, never below.
#
# SOUNDNESS, against the REPAIRED comparand: LeanBCH under-bills BCHN on 324 vectors; all 324 are
# vectors LeanBCH REJECTS and BCHN accepts; 0 occur on a LeanBCH accept. On the 1,547 vectors BOTH
# engines accept, LeanBCH equals BCHN on sigChecks 1,547/1,547 exactly.
#
# ENGINE / CORPUS VERSIONS
#   leanbch = ./.lake/build/bin/costprobe @ LeanBCH commit 9331052, LEANBCH_SECP=native
#             (oracle banner: "native(libsecp256k1/BCHN-vendored)")
#   bchnLeg = bch-conformance @ 729884e, legs/bchn/bchn-leg --mode consensus
#   bchnTrue= bchn-partial-probe (this repo, conformance/evidence/bchn-partial-probe.cpp),
#             linking bchn-src @ 864c53ee34924cca6c6b6d96607ff2cedcdccf02 (v29.0.1), kBlockFlags
#   libauth = @bitauth/libauth 3.1.0-next.8 (LeanBCH/optimizer/node_modules),
#             createVirtualMachineBch2026(); verify() for the verdict, evaluate().metrics for counts
#   corpus  = bchd-src/txscript/data/vmb_tests @ 1c26e26, bch_2026_{standard,nonstandard,invalid},
#             the 11 signature families: 5,803 vectors, 4,467 metric-comparable.
#   Measured 2026-07-21.
#
# cause: agree | A-leg-artifact-agree | B1-* | B2-* | D1-* | D2-* | X-over-on-bchn-accept | U-under-bill
# bchnLegSig is what bch-conformance's leg reports (0 on every reject — DO NOT compare against it).
# bchnTrueSig is BCHN's real accrual at its stopping point. Compare against THAT.
vectorId	family	variant	expected	leanVerdict	bchnOutcome	sigBefore	sigAfter	sigLibauth	bchnLegSig	bchnTrueSig	delta	cause	bchnStopReason	bchnPhase	leanHash	bchnTrueHash	leanOpCost	bchnTrueOpCost
fgvcvt	core.signing-serialization	standard	1	0	accept	1	1	4	4	4	-3	U-under-bill	-	ok	7	19	28471	109674
fgzwwz	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	0	2	B2-sig-encoding-fail	Only Schnorr signatures allowed in this operation	eval_redeem	40	12	59094	5302
fh2ycl	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	1	1	26791	26791
fhluzg	core.signing-serialization	invalid	0	1	reject	6	6	0	0	0	6	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_scriptpubkey	20	0	161828	1865
fhlw3g	core.signing-serialization	invalid	0	0	reject	2	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	9	4	28996	2676
fhlzgy	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	3	27794	1538
fhm76s	core.signing-serialization	invalid	0	0	reject	1	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	8	3	28628	2308
fhms5w	core.signing-serialization	standard	1	1	accept	8	8	8	8	8	0	agree	-	ok	28	46	215316	216470
fhnn4g	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	18	18	108380	108380
fhzeg7	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	1	1	26896	26896
fj26aw	core.signing-serialization	invalid	0	0	reject	5	5	5	0	5	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	20	34	136274	137171
fj2wdf	core.signing-serialization	standard	1	1	accept	6	6	6	6	6	0	agree	-	ok	21	23	162439	162569
fj3wfm	core.signing-serialization	invalid	0	0	reject	3	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	12	5	29470	3022
fj5rmy	core.signing-serialization	invalid	0	0	reject	1	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	8	3	28591	2271
fjaxjw	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	2	0	1	1	B2-sig-encoding-fail	Only Schnorr signatures allowed in this operation	eval_redeem	13	9	54541	28285
fjcjqj	core.signing-serialization	invalid	0	0	reject	5	5	5	0	5	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	23	39	136493	137518
fjtr6e	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	18	18	108447	108447
fk2pej	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	18	18	29481	29481
fkf3g0	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	0	2	D2-checkbits-malformed	Invalid number of bit set in OP_CHECKMULTISIG	eval_redeem	13	3	54534	1894
fkm8qt	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	18	18	108471	108471
fl0mfm	core.signing-serialization	invalid	0	1	reject	4	4	0	0	0	4	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	18	2	108471	1594
fl58h4	core.signing-serialization	invalid	0	0	reject	2	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	10	4	29068	2684
fl68wu	core.signing-serialization	standard	1	1	accept	8	8	8	8	8	0	agree	-	ok	23	41	214359	215513
fla645	core.signing-serialization	invalid	0	0	reject	1	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	8	3	28628	2308
fld7wk	core.signing-serialization	standard	1	1	accept	6	6	6	6	6	0	agree	-	ok	21	23	162439	162569
flfwsk	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	3	0	agree	-	ok	13	21	80522	81035
fmeuph	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	0	2	D2-checkbits-malformed	Invalid number of bit set in OP_CHECKMULTISIG	eval_redeem	13	3	54540	1900
fmzkzq	core.signing-serialization	standard	1	1	accept	6	6	6	6	6	0	agree	-	ok	21	23	162458	162588
fnjfuw	core.signing-serialization	invalid	0	0	reject	1	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	7	2	27913	1592
fny3j6	core.signing-serialization	invalid	0	0	reject	3	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	12	5	29465	3017
fp2ku6	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	16	16	107790	107790
fp5aqe	core.signing-serialization	invalid	0	0	reject	5	5	5	0	5	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	20	34	136274	137171
fpe6hs	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	1	1	26912	26912
fpqdp8	core.signing-serialization	invalid	0	0	reject	1	1	1	0	1	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	7	27883	27882
fq23dx	core.signing-serialization	invalid	0	0	reject	2	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	10	4	29092	2708
fq36d8	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	17	19	109100	109230
fq7f9y	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	3	0	0	0	3	B2-sig-encoding-fail	Signature cannot be 65 bytes in CHECKMULTISIG	eval_redeem	8	3	80048	1728
fqdahl	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	3	0	agree	-	ok	13	21	80547	81060
fqefxs	core.signing-serialization	standard	1	1	accept	6	6	6	6	6	0	agree	-	ok	21	23	162463	162593
fqmkat	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	3	3	27511	27511
fqsjgt	core.signing-serialization	invalid	0	1	reject	4	4	0	0	0	4	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_scriptpubkey	16	0	107822	948
fr5xem	core.signing-serialization	standard	1	0	accept	1	1	4	4	4	-3	U-under-bill	-	ok	7	19	28471	109674
frmjlx	core.signing-serialization	invalid	0	0	reject	1	1	1	0	1	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	8	8	28016	28015
fs58nx	core.signing-serialization	invalid	0	0	reject	7	7	7	0	7	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	27	61	189180	191357
ftyp66	core.signing-serialization	invalid	0	0	reject	5	5	5	0	5	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	20	34	136293	137190
fv9gyx	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	18	18	108415	108415
fvcgmu	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	3	0	agree	-	ok	13	21	80546	81059
fvdkqc	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	0	2	B2-sig-encoding-fail	Only Schnorr signatures allowed in this operation	eval_redeem	40	12	59118	5326
fvglsp	core.signature-checking.multisig.pubkey-validation	standard	1	1	accept	2	2	2	2	2	0	agree	-	ok	7	13	53824	54209
fvhdsq	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	2	0	0	0	2	B2-sig-encoding-fail	Signature cannot be 65 bytes in CHECKMULTISIG	eval_redeem	8	3	53945	1625
fvvss7	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	2	0	agree	-	ok	13	15	54534	54663
fw2l20	core.signing-serialization	invalid	0	0	reject	1	1	1	0	1	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	7	27906	27905
fw6qgc	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	1	1	26890	26890
fwec4h	core.signing-serialization	standard	1	1	accept	8	8	8	8	8	0	agree	-	ok	23	41	214359	215513
fwqfdm	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	0	2	D2-checkbits-malformed	Invalid number of bit set in OP_CHECKMULTISIG	eval_redeem	13	3	54541	1901
fwtnmz	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	2	0	0	0	2	B2-sig-encoding-fail	Signature cannot be 65 bytes in CHECKMULTISIG	eval_redeem	8	3	53945	1625
fx3tmu	core.signing-serialization	standard	1	0	accept	2	1	4	4	4	-3	U-under-bill	-	ok	9	23	28972	110536
fxeeza	core.signing-serialization	invalid	0	0	reject	5	5	5	0	5	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	23	39	136493	137518
fxxa5g	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	0	2	D2-checkbits-malformed	Invalid number of bit set in OP_CHECKMULTISIG	eval_redeem	13	3	54541	1901
fy5pt2	core.signing-serialization	invalid	0	0	reject	7	7	7	0	7	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	24	54	188927	190848
fy6m0p	core.signing-serialization	standard	1	0	accept	1	1	4	4	4	-3	U-under-bill	-	ok	8	22	28591	109922
fyqv07	core.signing-serialization	invalid	0	0	reject	2	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	9	4	28996	2676
fyrx7p	core.signing-serialization	standard	1	0	accept	3	1	4	4	4	-3	U-under-bill	-	ok	11	27	29369	111194
fz029x	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	3	3	27409	27409
fz7j8q	core.signing-serialization	standard	1	1	accept	6	6	6	6	6	0	agree	-	ok	21	23	162434	162564
fzcy27	core.signing-serialization	standard	1	1	accept	8	8	8	8	8	0	agree	-	ok	28	46	215321	216475
fzdll5	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	0	2	D2-checkbits-malformed	Invalid number of bit set in OP_CHECKMULTISIG	eval_redeem	13	3	54523	1883
fzf0u9	core.signing-serialization	invalid	0	0	reject	1	1	1	0	1	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	7	27920	27919
fzpny2	core.signing-serialization	standard	1	1	accept	8	8	8	8	8	0	agree	-	ok	25	41	215121	216147
fzxruv	core.signing-serialization	invalid	0	0	reject	3	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	12	5	29489	3041
g07a29	core.signing-serialization	invalid	0	0	reject	3	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	12	5	29465	3017
g0hsk2	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	2	0	agree	-	ok	13	15	54534	54663
g0jzam	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	3	0	agree	-	ok	10	18	79783	80296
g0ud0y	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	0	2	B2-sig-encoding-fail	Only Schnorr signatures allowed in this operation	eval_redeem	13	3	54516	1876
g0y329	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	2	1	0	0	2	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	40	12	59104	5312
g26x66	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	1	1	26780	26780
g2a4mu	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	3	0	agree	-	ok	13	21	80523	81036
g2fc5m	core.signing-serialization	standard	1	0	accept	1	1	4	4	4	-3	U-under-bill	-	ok	8	22	28567	109898
g2kmj0	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	0	2	D2-checkbits-malformed	Invalid number of bit set in OP_CHECKMULTISIG	eval_redeem	13	3	54524	1884
g2m7cz	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	3	0	0	0	3	B2-sig-encoding-fail	Signature cannot be 65 bytes in CHECKMULTISIG	eval_redeem	13	15	80516	2644
g3fqsl	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	2	0	agree	-	ok	13	15	54510	54639
g3p43m	core.signing-serialization	standard	1	1	accept	8	8	8	8	8	0	agree	-	ok	23	41	214364	215518
g3ym3t	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	16	16	107792	107792
g49kxl	core.signature-checking.multisig.m-of-20	nonstandard	1	1	accept	20	20	20	20	20	0	agree	-	ok	126	300	532670	543807
g4ljnx	core.signing-serialization	invalid	0	1	reject	4	4	0	0	0	4	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_scriptpubkey	16	0	107792	936
g54zp5	core.signing-serialization	invalid	0	0	reject	1	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	3	28471	2215
g593xk	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	3	0	0	0	3	B2-sig-encoding-fail	Signature cannot be 65 bytes in CHECKMULTISIG	eval_redeem	13	9	80540	2284
g59h5x	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	0	2	B2-sig-encoding-fail	Only Schnorr signatures allowed in this operation	eval_redeem	13	3	54548	1908
g5evxm	core.signing-serialization	standard	1	1	accept	6	6	6	6	6	0	agree	-	ok	21	23	162434	162564
g5gzfm	core.signing-serialization	invalid	0	0	reject	1	1	1	0	1	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	7	27869	27868
g5q2gj	core.signing-serialization	invalid	0	0	reject	2	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	10	4	29092	2708
g5z0dg	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	0	2	D2-checkbits-malformed	Invalid number of bit set in OP_CHECKMULTISIG	eval_redeem	13	3	54548	1908
g60ue3	core.signing-serialization	invalid	0	0	reject	1	1	1	0	1	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	7	27869	27868
g65xxn	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	20	0	0	0	20	B2-sig-encoding-fail	Signature cannot be 65 bytes in CHECKMULTISIG	eval_redeem	40	12	527077	5285
g6f4zd	core.signing-serialization	invalid	0	0	reject	1	1	1	0	1	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	8	8	27990	27989
g6xutl	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	3	0	agree	-	ok	13	21	80545	81058
g6zrhj	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	3	0	agree	-	ok	13	21	80522	81035
g7ruex	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	2	0	agree	-	ok	13	15	54534	54663
g7xq4w	core.signing-serialization	invalid	0	0	reject	1	1	1	0	1	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	7	27857	27856
g8050n	core.signing-serialization	invalid	0	0	reject	1	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	3	28471	2215
g82a49	core.signing-serialization	invalid	0	0	reject	1	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	8	3	28591	2271
g89j74	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	16	16	107760	107760
g8gd40	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	3	0	0	0	3	B2-sig-encoding-fail	Signature cannot be 65 bytes in CHECKMULTISIG	eval_redeem	13	3	80509	1869
g8mdlp	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	0	2	D2-checkbits-malformed	Invalid number of bit set in OP_CHECKMULTISIG	eval_redeem	13	3	54510	1870
g8xdap	core.signature-checking.multisig.m-of-15	invalid	0	0	reject	0	0	1	0	0	0	agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	10	10	4218	4218
g92hqa	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	3	0	0	0	3	B2-sig-encoding-fail	Signature cannot be 65 bytes in CHECKMULTISIG	eval_redeem	13	3	80533	1893
g93jv3	core.signing-serialization	invalid	0	0	reject	5	5	5	0	5	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	20	34	136269	137166
g94fd5	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	20	22	109825	109955
g966y9	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	3	3	27182	27182
g9gvjs	core.signing-serialization	invalid	0	0	reject	1	1	1	0	1	0	A-leg-artifact-agree	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	7	27859	27858
g9t3w4	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	0	2	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	13	3	54510	1870
g9yacw	core.signing-serialization	invalid	0	1	reject	8	8	0	0	0	8	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	28	5	215358	3067
ga0lwy	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	0	0	0	2	D2-checkbits-malformed	Invalid number of bit set in OP_CHECKMULTISIG	eval_redeem	13	3	54541	1901
gc3sgq	core.signing-serialization	invalid	0	0	reject	1	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	3	28495	2239
gc4qz5	core.signing-serialization	invalid	0	0	reject	3	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	12	5	29494	3046
gcchw7	core.signature-checking.multisig.m-of-20	invalid	0	0	reject	20	20	0	0	0	20	D1-pubkey-encoding-fail	Public key is neither compressed or uncompressed	eval_redeem	11	8	524047	3855
gcp2dz	core.signing-serialization	invalid	0	1	reject	4	4	0	0	0	4	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_scriptpubkey	16	0	107827	950
gcr3p7	core.signing-serialization	invalid	0	0	reject	2	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	10	4	29105	2721
gd2azl	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	18	18	108447	108447
gdpkwt	core.signing-serialization	invalid	0	0	reject	1	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	8	9	28580	2644
gdr569	core.signing-serialization	invalid	0	0	reject	1	1	1	0	0	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	7	3	28471	2215
gefnpm	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	3	3	27522	27522
gejk8r	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	1	1	26775	26775
gelmlf	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	20	22	109801	109931
gf33fu	core.signing-serialization	standard	1	0	accept	1	1	4	4	4	-3	U-under-bill	-	ok	8	22	28591	109922
gf8cv0	core.signing-serialization	standard	1	1	accept	6	6	6	6	6	0	agree	-	ok	21	23	162458	162588
gfcqzz	core.signature-checking.multisig.pubkey-validation	invalid	0	0	reject	2	1	0	0	0	1	D1-pubkey-encoding-fail	Public key is neither compressed or uncompressed	eval_redeem	8	3	27924	1604
gfdfsh	core.signature-checking.multisig.m-of-15	invalid	0	0	reject	15	1	1	0	0	1	B2-sig-encoding-fail	Only Schnorr signatures allowed in this operation	eval_redeem	21	10	30868	4164
gfq9jt	core.data-signatures	standard	1	1	accept	1	1	1	1	1	0	agree	-	ok	3	3	27428	27428
gfsyd2	core.signing-serialization	invalid	0	0	reject	3	1	0	0	0	1	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	12	5	29465	3017
gfza93	core.signing-serialization	standard	1	1	accept	6	6	6	6	6	0	agree	-	ok	24	26	162687	162817
gfzc3w	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	3	0	agree	-	ok	10	18	79785	80298
gg0l3v	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	3	0	agree	-	ok	13	21	80547	81060
ggclep	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	1	1	0	0	1	B2-sig-encoding-fail	Only Schnorr signatures allowed in this operation	eval_redeem	8	3	28055	1735
ggdmxt	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	2	0	1	1	B1-sig-verify-fail	Signature must be zero for failed CHECK(MULTI)SIG operation	eval_redeem	13	9	54534	28278
ggmc8e	core.signing-serialization	invalid	0	0	reject	7	7	0	0	0	7	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	27	5	189175	3052
ggmqf6	core.signature-checking.multisig.m-of-3	invalid	0	0	reject	3	2	1	0	0	2	B2-sig-encoding-fail	Only Schnorr signatures allowed in this operation	eval_redeem	13	3	54548	1908
ggwu8k	core.signing-serialization	invalid	0	1	reject	8	8	0	0	0	8	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_scriptpubkey	23	0	214354	2066
gh02rn	core.signature-checking.multisig.signing-serialization	standard	1	1	accept	3	3	3	3	3	0	agree	-	ok	10	18	79783	80296
gh68vq	core.signing-serialization	standard	1	1	accept	4	4	4	4	4	0	agree	-	ok	18	18	108410	108410
ghcmrw	core.signature-checking.multisig.signing-serialization	standard	1	0	accept	3	2	2	2	2	0	agree	-	ok	13	15	54510	54639
ghga68	core.signing-serialization	invalid	0	1	reject	4	4	0	0	0	4	B2-sig-encoding-fail	Signature hash type missing or not understood	eval_redeem	18	2	108471	1594
